#danRer7.ensGene.name	danRer7.ensGene.chrom	danRer7.ensGene.strand	danRer7.ensGene.txStart	danRer7.ensGene.txEnd	danRer7.ensGene.cdsStart	danRer7.ensGene.cdsEnd	danRer7.ensGene.exonCount	danRer7.ensGene.exonStarts	danRer7.ensGene.exonEnds	danRer7.ensGene.name2	danRer7.ensemblToGeneName.value	danRer7.geneSymbol
ENSDART00000092051	chr7	+	76339343	76404022	76339343	76404022	15	76339343,76353263,76360366,76372344,76374273,76389304,76391534,76393678,76393832,76394380,76399072,76399274,76399493,76401189,76403772,	76340132,76353275,76360373,76372364,76374385,76389391,76391570,76393724,76393842,76394383,76399075,76399409,76399583,76401356,76404022,	ENSDARG00000063158	SLC24A2 (2 of 2)	SLC24A2 (2 of 2)
ENSDART00000123016	chr7	+	76446356	76447744	76446356	76447744	3	76446356,76446868,76447463,	76446597,76446997,76447744,	ENSDARG00000088625	AL929105.3	AL929105.3
ENSDART00000040786	chr7	+	76449720	76451042	76449720	76450550	3	76449720,76450059,76450269,	76449970,76450188,76451042,	ENSDARG00000035718	AL929105.1	AL929105.1
ENSDART00000027072	chr7	+	76455488	76457908	76455516	76457802	3	76455488,76455901,76457524,	76455787,76456030,76457908,	ENSDARG00000019294	cbln8	cbln8
ENSDART00000110544	chr7	+	76614144	76617605	76614144	76617605	7	76614144,76614403,76615103,76615518,76615892,76616892,76617278,	76614334,76615079,76615152,76615756,76616057,76617080,76617605,	ENSDARG00000079738	ZNF219	ZNF219
ENSDART00000123429	chr7	+	76692359	76699575	76692359	76699575	6	76692359,76693212,76695381,76696194,76697163,76699021,	76693007,76693308,76695615,76696342,76697190,76699575,	ENSDARG00000090371	BX664721.5	BX664721.5
ENSDART00000098215	chr7	-	76703398	76705152	76703398	76705152	4	76703398,76704237,76704366,76704542,	76704072,76704352,76704467,76705152,	ENSDARG00000051804	BX664721.1	BX664721.1
ENSDART00000130539	chr7	-	76703401	76704055	76703401	76704055	2	76703401,76704027,	76703943,76704055,	ENSDARG00000051804	BX664721.1	BX664721.1
ENSDART00000126593	chr7	-	76710226	76712844	76710226	76712844	2	76710226,76712553,	76710733,76712844,	ENSDARG00000073995	ENDOD1 (11 of 15)	ENDOD1 (11 of 15)
ENSDART00000098210	chr7	-	76710226	76712823	76710226	76712823	3	76710226,76711377,76712553,	76710718,76711407,76712823,	ENSDARG00000073995	ENDOD1 (11 of 15)	ENDOD1 (11 of 15)
ENSDART00000082625	chr7	-	76715859	76719068	76715859	76719068	2	76715859,76718771,	76716324,76719068,	ENSDARG00000068065	ENDOD1 (4 of 15)	ENDOD1 (4 of 15)
ENSDART00000009888	chr7	-	76719973	76754747	76720381	76754640	11	76719973,76722438,76723974,76724170,76725071,76725194,76725690,76726779,76727349,76727567,76754403,	76720687,76722513,76724075,76724225,76725117,76725325,76725764,76726891,76727450,76727661,76754747,	ENSDARG00000018105	casq1b	casq1b
ENSDART00000092691	chr7	+	76781758	76783743	76781758	76783743	3	76781758,76783196,76783678,	76781930,76783352,76783743,	ENSDARG00000079771	PEA15	PEA15
ENSDART00000149657	chr7	+	76808534	76813820	76808534	76813820	8	76808534,76808727,76810268,76811101,76811226,76811546,76813584,76813724,	76808642,76808868,76810404,76811131,76811256,76811576,76813623,76813820,	ENSDARG00000044796	NLRP1	NLRP1
ENSDART00000114942	chr7	-	76814612	76821072	76814612	76821072	3	76814612,76817970,76820942,	76814930,76817987,76821072,	ENSDARG00000074491	zgc:171759	zgc:171759
ENSDART00000123081	chr7	+	76819045	76819456	76819045	76819456	1	76819045,	76819456,	ENSDARG00000091770	si:ch211-113a14.14	si:ch211-113a14.14
ENSDART00000128030	chr7	+	76820146	76820521	76820146	76820521	1	76820146,	76820521,	ENSDARG00000089405	zgc:112234	zgc:112234
ENSDART00000109720	chr7	+	76823084	76823497	76823084	76823497	2	76823084,76823459,	76823394,76823497,	ENSDARG00000076766	zgc:163061	zgc:163061
ENSDART00000113375	chr7	+	76824552	76824939	76824552	76824939	1	76824552,	76824939,	ENSDARG00000075220	si:ch211-113a14.19	si:ch211-113a14.19
ENSDART00000115062	chr7	+	76825973	76826384	76825973	76826384	1	76825973,	76826384,	ENSDARG00000078294	si:ch211-113a14.14	si:ch211-113a14.14
ENSDART00000112685	chr7	+	76827542	76827854	76827542	76827854	1	76827542,	76827854,	ENSDARG00000075366	si:ch211-113a14.10	si:ch211-113a14.10
ENSDART00000109316	chr7	+	76828835	76830255	76828868	76829243	1	76828835,	76830255,	ENSDARG00000075482	zgc:112234	zgc:112234
ENSDART00000128137	chr7	-	76830507	76835843	76830507	76835843	6	76830507,76832757,76833205,76833558,76834172,76835228,	76830707,76832903,76833228,76833792,76834268,76835843,	ENSDARG00000089517	zgc:92594	zgc:92594
ENSDART00000111622	chr7	-	76839583	76844705	76839724	76844705	6	76839583,76841386,76841532,76842000,76843101,76844600,	76840104,76841451,76841587,76842085,76843293,76844705,	ENSDARG00000079652	FP236812.4	FP236812.4
ENSDART00000126541	chr7	-	76846356	76846767	76846356	76846767	1	76846356,	76846767,	ENSDARG00000086709	si:ch211-113a14.14	si:ch211-113a14.14
ENSDART00000111049	chr7	-	76847639	76848026	76847639	76848026	1	76847639,	76848026,	ENSDARG00000074260	si:ch211-113a14.19	si:ch211-113a14.19
ENSDART00000041385	chr7	-	76848732	76849489	76849042	76849452	2	76848732,76849142,	76849077,76849489,	ENSDARG00000075538	zgc:163061	zgc:163061
ENSDART00000123136	chr7	-	76851936	76852311	76851936	76852311	1	76851936,	76852311,	ENSDARG00000086751	zgc:112234	zgc:112234
ENSDART00000124179	chr7	-	76853313	76853625	76853313	76853625	1	76853313,	76853625,	ENSDARG00000088420	zgc:165555	zgc:165555
ENSDART00000129254	chr7	-	76855096	76855507	76855096	76855507	1	76855096,	76855507,	ENSDARG00000091525	si:ch211-113a14.14	si:ch211-113a14.14
ENSDART00000122392	chr7	-	76856717	76857104	76856717	76857104	1	76856717,	76857104,	ENSDARG00000091205	si:ch211-113a14.19	si:ch211-113a14.19
ENSDART00000126439	chr7	+	76858634	76858946	76858634	76858946	1	76858634,	76858946,	ENSDARG00000086555	HIST1H4L	HIST1H4L
ENSDART00000124016	chr7	+	76859939	76860314	76859939	76860314	1	76859939,	76860314,	ENSDARG00000091066	zgc:112234	zgc:112234
ENSDART00000082630	chr7	+	76958288	77018993	76958288	77018993	20	76958288,76959404,76959993,76962092,76964648,76968332,76969961,76970623,76970855,76982438,76982981,76984831,76988096,76990546,76993099,77006508,77013157,77018281,77018543,77018786,	76958439,76959413,76960011,76962203,76964660,76968602,76970543,76970769,76971000,76982536,76983238,76984925,76988306,76990707,76993212,77006606,77013281,77018457,77018663,77018993,	ENSDARG00000059452	CABZ01084323.1	CABZ01084323.1
ENSDART00000130498	chr7	+	77022148	77025502	77022148	77025502	7	77022148,77022742,77022993,77023081,77023320,77024133,77025364,	77022262,77022854,77023079,77023097,77023392,77024285,77025502,	ENSDARG00000089608	ppp1cbl	ppp1cbl
ENSDART00000067755	chr7	+	77046568	77048733	77046811	77048115	4	77046568,77047215,77047674,77047894,	77047103,77047323,77047812,77048733,	ENSDARG00000046085	CLDND1 (1 of 2)	CLDND1 (1 of 2)
ENSDART00000127288	chr7	+	77053839	77060138	77053839	77057017	8	77053839,77054086,77054272,77055933,77056424,77056766,77056954,77058886,	77053896,77054164,77054311,77055996,77056560,77056882,77057026,77060138,	ENSDARG00000088558	RBPMS	RBPMS
ENSDART00000128085	chr7	-	77057178	77057234	77057234	77057234	1	77057178,	77057234,	ENSDARG00000087566	CABZ01079824.1	CABZ01079824.1
ENSDART00000050528	chr7	+	77093112	77099079	77093112	77098653	9	77093112,77093141,77095052,77096445,77096860,77097426,77097737,77098462,77098914,	77093139,77093658,77095372,77096650,77097028,77097606,77097884,77098660,77099079,	ENSDARG00000029204	tyrp1a	tyrp1a
ENSDART00000004921	chr8	-	8356252	8391380	8356252	8391380	17	8356252,8358499,8363206,8363448,8365549,8365755,8367787,8367958,8371229,8371672,8374176,8380844,8382407,8386168,8386752,8388086,8391187,	8356441,8358646,8363365,8363577,8365651,8365786,8367867,8368051,8371376,8371731,8374315,8381001,8382646,8386530,8386853,8388276,8391380,	ENSDARG00000017473	fgd1	fgd1
ENSDART00000057590	chr8	-	16776619	16778463	16776693	16778441	2	16776619,16777975,	16777550,16778463,	ENSDARG00000039412	dmrta2	dmrta2
ENSDART00000112046	chr8	+	25152276	25178298	25152276	25178298	33	25152276,25153775,25154150,25156774,25157492,25160677,25160917,25161102,25161527,25163336,25163999,25165668,25165814,25166147,25166323,25167287,25168190,25168437,25169171,25169378,25169674,25169772,25169803,25170178,25170416,25171388,25171805,25173294,25173612,25175115,25175380,25176261,25178182,	25152462,25154046,25154228,25156880,25157683,25160842,25161079,25161117,25161789,25163514,25164112,25165687,25165931,25166224,25166484,25167505,25168290,25168511,25169315,25169473,25169760,25169792,25169833,25170322,25170623,25171531,25171945,25173404,25173690,25175199,25175446,25176352,25178298,	ENSDARG00000076920	ZNF335	ZNF335
ENSDART00000112067	chr8	+	33554294	33633685	33554294	33632912	56	33554294,33555584,33556559,33556920,33557121,33559578,33559942,33562016,33562264,33563590,33563809,33565337,33566352,33566599,33566801,33567960,33568121,33568325,33568556,33570041,33570883,33572690,33577439,33583273,33583562,33586169,33586387,33587624,33590194,33590630,33591141,33593072,33593342,33594798,33595616,33598410,33599584,33599909,33600205,33603216,33603545,33603718,33604024,33605369,33605605,33606612,33608700,33608902,33611633,33611970,33616863,33617076,33620226,33623995,33630755,33632533,	33554442,33555715,33556707,33557047,33557279,33559857,33560085,33562167,33562498,33563704,33563997,33565434,33566514,33566713,33566998,33568042,33568253,33568469,33568716,33570166,33571067,33572788,33577718,33583467,33583644,33586306,33586529,33587769,33590322,33590784,33591263,33593237,33593450,33594933,33595751,33598680,33599775,33600123,33600340,33603407,33603627,33603889,33604177,33605507,33605727,33606853,33608760,33609022,33611768,33612090,33616989,33617205,33620538,33624115,33630882,33633685,	ENSDARG00000079327	hmcn2	hmcn2
ENSDART00000138717	chr8	+	50254941	50402028	50254992	50402028	2	50254941,50401678,	50255029,50402028,	ENSDARG00000092738	si:ch211-263k4.2	si:ch211-263k4.2
ENSDART00000086053	chr8	+	50254992	50706682	50254992	50700656	16	50254992,50401678,50490729,50625022,50637300,50643150,50645232,50647297,50650223,50651887,50653564,50653979,50661541,50661798,50672241,50700643,	50255029,50402028,50490780,50625163,50637403,50643352,50645380,50647451,50651727,50651975,50653734,50654057,50661711,50661970,50672463,50706682,	ENSDARG00000078324	prdm16	prdm16
ENSDART00000126132	chr8	-	4128472	4211150	4133456	4211150	19	4128472,4131817,4144371,4147795,4149751,4152671,4157046,4161209,4163167,4170894,4171084,4175149,4178511,4181900,4184110,4186765,4198382,4200299,4211147,	4130682,4133628,4144460,4147906,4151075,4152817,4157217,4161395,4163363,4171006,4171216,4175352,4178625,4181997,4184277,4186848,4198499,4200389,4211150,	ENSDARG00000058305	mtmr3	mtmr3
ENSDART00000142177	chr8	-	4163167	4211150	4163167	4211150	11	4163167,4170894,4171084,4175149,4178511,4181900,4184110,4186765,4198382,4200299,4211147,	4163363,4171006,4171216,4175352,4178625,4181997,4184277,4186848,4198499,4200389,4211150,	ENSDARG00000058305	mtmr3	mtmr3
ENSDART00000081163	chr8	-	4170795	4231384	4170890	4211150	12	4170795,4171084,4175149,4178511,4181900,4184110,4186765,4198382,4200299,4211147,4213991,4231224,	4171006,4171216,4175352,4178625,4181997,4184277,4186848,4198499,4200389,4211224,4214073,4231384,	ENSDARG00000058305	mtmr3	mtmr3
ENSDART00000135834	chr8	-	7220901	7395237	7220952	7395210	51	7220901,7225664,7228759,7235865,7239080,7242244,7245143,7246118,7254478,7259183,7259357,7260875,7264504,7270923,7271270,7273882,7274059,7274667,7277254,7284716,7285065,7285229,7294005,7296851,7297223,7300159,7300402,7304311,7305937,7308065,7308421,7310902,7311076,7315658,7318609,7319065,7324807,7327649,7330179,7332768,7333097,7343050,7344554,7347094,7349931,7354818,7356691,7360363,7360541,7369008,7395167,	7221054,7225786,7228910,7236010,7239247,7242382,7245227,7246295,7254565,7259268,7259439,7261017,7264609,7271013,7271390,7273973,7274100,7274824,7277340,7284871,7285124,7285330,7294176,7296950,7297319,7300296,7300509,7304382,7306049,7308200,7308522,7310992,7311174,7315839,7318713,7319138,7324906,7327774,7330305,7332911,7333170,7343180,7344636,7347252,7350067,7354967,7356788,7360419,7360582,7369092,7395237,	ENSDARG00000001968	dock5	dock5
ENSDART00000015126	chr8	-	7220952	7369093	7220952	7369093	50	7220952,7225664,7228759,7235865,7239080,7242244,7245143,7246118,7254478,7259183,7259357,7260875,7264504,7270923,7271270,7273882,7274059,7274667,7277254,7284716,7285065,7285229,7294005,7296851,7297223,7300159,7300402,7304311,7305937,7308065,7308421,7310902,7311076,7315658,7318609,7319065,7324807,7327649,7330179,7332768,7333097,7343050,7344554,7347094,7349931,7354818,7356691,7360363,7360541,7369008,	7221054,7225786,7228910,7236010,7239247,7242382,7245227,7246295,7254565,7259268,7259439,7261017,7264609,7271013,7271390,7273973,7274100,7274824,7277340,7284871,7285124,7285330,7294176,7296950,7297319,7300296,7300509,7304382,7306049,7308200,7308522,7310992,7311174,7315839,7318713,7319138,7324906,7327774,7330305,7332911,7333170,7343180,7344636,7347252,7350067,7354967,7356788,7360422,7360582,7369093,	ENSDARG00000001968	dock5	dock5
ENSDART00000144986	chr8	+	9405734	9467464	9405938	9467039	9	9405734,9412747,9449654,9449815,9450178,9459654,9463770,9466217,9466917,	9406526,9412841,9449719,9449972,9450327,9459840,9463975,9466334,9467464,	ENSDARG00000059006	otud5a	otud5a
ENSDART00000081999	chr8	+	9405768	9467458	9406226	9467039	10	9405768,9406028,9412747,9449654,9449815,9450178,9459654,9463770,9466217,9466917,	9405953,9406526,9412841,9449719,9449972,9450327,9459840,9463975,9466334,9467458,	ENSDARG00000059006	otud5a	otud5a
ENSDART00000133985	chr8	+	10411183	10531811	10412696	10531811	7	10411183,10412115,10506463,10510595,10529695,10530069,10531606,	10411359,10413811,10506626,10510679,10529788,10530308,10531811,	ENSDARG00000074746	kcnd1	kcnd1
ENSDART00000114765	chr8	+	10412696	10531811	10412696	10531811	6	10412696,10506463,10510595,10529695,10530069,10531606,	10413811,10506626,10510679,10529788,10530308,10531811,	ENSDARG00000074746	kcnd1	kcnd1
ENSDART00000114432	chr8	+	12510658	12630187	12510658	12628808	13	12510658,12533617,12583277,12583826,12586931,12599525,12602063,12608096,12611256,12611806,12617876,12626250,12628587,	12510895,12534261,12583450,12583850,12587102,12599597,12602165,12609710,12611394,12611878,12618044,12626385,12630187,	ENSDARG00000077367	ntng2a	ntng2a
ENSDART00000132492	chr8	+	12510681	12583450	12510682	12583450	3	12510681,12533617,12583277,	12510895,12534261,12583450,	ENSDARG00000077367	ntng2a	ntng2a
ENSDART00000029308	chr8	+	13623710	13676538	13628043	13673872	41	13623710,13628037,13630218,13631266,13631439,13633341,13633523,13636130,13636508,13636693,13638280,13638532,13639896,13640231,13641058,13642056,13642277,13642803,13643950,13644077,13644540,13644749,13644923,13647222,13647991,13648470,13649288,13651350,13652284,13653253,13653832,13654060,13656361,13660590,13662652,13665464,13668391,13670493,13671632,13671925,13673732,	13624162,13628122,13630301,13631362,13631644,13633438,13633695,13636394,13636598,13636816,13638448,13638609,13640099,13640335,13641154,13642186,13642403,13642910,13643984,13644272,13644644,13644808,13644947,13647371,13648171,13648619,13649496,13651671,13652448,13653434,13653970,13654243,13656496,13660755,13662814,13665614,13668580,13670649,13671794,13672039,13676538,	ENSDARG00000028507	itgb4	itgb4
ENSDART00000080832	chr8	+	14674971	14687527	14675119	14687338	8	14674971,14676701,14680560,14680710,14683585,14684117,14687071,14687291,	14675183,14676940,14680624,14680841,14683704,14684250,14687168,14687527,	ENSDARG00000058032	si:dkey-6n6.2	si:dkey-6n6.2
ENSDART00000141763	chr8	-	15678972	15746930	15678972	15719553	3	15678972,15719459,15746825,	15679289,15719574,15746930,	ENSDARG00000016981	bcar3	bcar3
ENSDART00000142758	chr8	+	21975925	22023834	21999826	22023519	5	21975925,21977620,21999816,22018860,22023436,	21976007,21977738,21999905,22018911,22023834,	ENSDARG00000093080	si:dkey-163f12.10	si:dkey-163f12.10
ENSDART00000131934	chr8	-	24105792	24181207	24106801	24180307	11	24105792,24109339,24109615,24111323,24113254,24113709,24124162,24139023,24142112,24149196,24179965,	24107022,24109529,24109735,24111512,24113440,24114008,24124316,24139133,24142224,24149349,24181207,	ENSDARG00000074902	C8H20orf112 (2 of 2)	C8H20orf112 (2 of 2)
ENSDART00000063037	chr8	-	24106801	24185258	24106801	24185258	11	24106801,24109339,24109615,24111323,24113254,24113709,24124162,24139023,24142112,24149196,24185186,	24107022,24109529,24109735,24111512,24113440,24114008,24124316,24139133,24142224,24149349,24185258,	ENSDARG00000074902	C8H20orf112 (2 of 2)	C8H20orf112 (2 of 2)
ENSDART00000154032	chr8	+	24113353	24118616	24118616	24118616	2	24113353,24115994,	24114039,24118616,	ENSDARG00000097883	si:ch211-196c10.14	si:ch211-196c10.14
ENSDART00000111248	chr8	+	26212336	26220116	26212561	26219738	8	26212336,26212908,26215682,26215879,26216568,26216715,26216848,26219594,	26212604,26214903,26215749,26216223,26216638,26216770,26216968,26220116,	ENSDARG00000077907	si:dkey-183p4.10	si:dkey-183p4.10
ENSDART00000146132	chr8	-	28214629	28368483	28215261	28283313	5	28214629,28224722,28229668,28283201,28367787,	28215273,28224847,28229818,28283314,28368483,	ENSDARG00000020292	si:ch211-254n4.3	si:ch211-254n4.3
ENSDART00000141634	chr8	+	29748730	30435745	29749282	30435529	16	29748730,29830541,30115135,30133506,30170770,30176727,30184768,30198260,30242649,30260799,30275849,30324119,30339877,30391041,30422867,30435100,	29749370,29830697,30115420,30133712,30170824,30176901,30184930,30198380,30242751,30260997,30276162,30324258,30340073,30391208,30423108,30435745,	ENSDARG00000055302	grid2	grid2
ENSDART00000077647	chr8	+	30115134	30435529	30115134	30435529	14	30115134,30133506,30170770,30176727,30184768,30198260,30242649,30260799,30275849,30324119,30339877,30391041,30422867,30435100,	30115420,30133712,30170824,30176901,30184930,30198380,30242751,30260997,30276162,30324258,30340073,30391208,30423108,30435529,	ENSDARG00000055302	grid2	grid2
ENSDART00000141799	chr8	-	32494072	32549199	32494072	32549055	7	32494072,32495195,32540277,32541085,32541262,32544063,32548920,	32494129,32495383,32540447,32541161,32541486,32544296,32549199,	ENSDARG00000074170	FBXO4	FBXO4
ENSDART00000111021	chr8	+	36548014	37072630	36548014	37072630	8	36548014,36691759,36811847,36915630,36998967,37038453,37064466,37072396,	36548090,36692648,36811991,36915817,36999111,37038662,37064743,37072630,	ENSDARG00000075277	si:dkeyp-14d3.1	si:dkeyp-14d3.1
ENSDART00000085304	chr8	-	39738243	39846811	39738607	39846811	15	39738243,39739220,39739431,39740557,39762999,39763212,39763855,39764349,39770777,39779379,39779669,39780016,39794925,39802901,39846638,	39738723,39739336,39739570,39740661,39763084,39763406,39763958,39764475,39770914,39779568,39779787,39780120,39795026,39803114,39846811,	ENSDARG00000060518	pcsk5b	pcsk5b
