#dm3.ensGene.name	dm3.ensGene.chrom	dm3.ensGene.strand	dm3.ensGene.txStart	dm3.ensGene.txEnd	dm3.ensGene.cdsStart	dm3.ensGene.cdsEnd	dm3.ensGene.exonCount	dm3.ensGene.exonStarts	dm3.ensGene.exonEnds	dm3.ensGene.name2	dm3.ensemblToGeneName.value	dm3.geneSymbol
FBtr0304122	chr3L	-	366523	392633	367581	391760	12	366523,369002,369309,369479,370606,370905,371439,373659,383578,383790,391485,392108,	368941,369150,369416,369673,370728,371215,371507,373895,383626,383823,391793,392633,	FBgn0262139	trh	trh
FBtr0333901	chr3L	-	366523	392633	367581	391760	13	366523,369002,369309,369479,370202,370606,370923,371439,373659,383578,383790,391485,392108,	368941,369150,369416,369673,370289,370728,371215,371507,373895,383626,383823,391793,392633,	FBgn0262139	trh	trh
FBtr0304120	chr3L	-	366523	377316	367581	376663	10	366523,369002,369309,369479,370202,370606,370905,371439,373659,376418,	368941,369150,369416,369673,370289,370728,371215,371507,373895,377316,	FBgn0262139	trh	trh
FBtr0304121	chr3L	-	366523	377316	367581	376663	9	366523,369002,369309,369479,370606,370905,371439,373659,376418,	368941,369150,369416,369673,370728,371215,371507,373895,377316,	FBgn0262139	trh	trh
FBtr0330146	chr3L	-	366523	377316	367389	376663	10	366523,369002,369309,369479,370202,370606,370905,371439,373659,376418,	368941,369150,369416,369673,370289,370728,371215,371507,373895,377316,	FBgn0262139	trh	trh
FBtr0330147	chr3L	-	366523	377316	367581	376663	10	366523,369002,369309,369479,370202,370606,370923,371439,373659,376418,	368941,369150,369416,369673,370289,370728,371215,371507,373895,377316,	FBgn0262139	trh	trh
FBtr0333902	chr3L	-	366523	377316	367581	376663	9	366523,369002,369309,369479,370606,370923,371439,373659,376418,	368941,369150,369416,369673,370728,371215,371507,373895,377316,	FBgn0262139	trh	trh
FBtr0333900	chr3L	+	393593	394299	394299	394299	1	393593,	394299,	FBgn0264700	CR43969	CR43969
FBtr0072566	chr3L	-	433145	433906	433229	433706	1	433145,	433906,	FBgn0035139	CG13891	CG13891
FBtr0333851	chr3L	-	434298	490802	435117	453236	15	434298,436221,436673,443219,443392,443911,444234,444600,445731,449996,451126,452837,454108,462180,489952,	436159,436613,436849,443325,443847,444144,444376,445567,445911,450170,451771,453488,454405,462558,490802,	FBgn0001316	klar	klar
FBtr0333852	chr3L	-	434298	448132	435117	445761	10	434298,436221,436673,443219,443392,443911,444234,444600,445731,447710,	436159,436613,436849,443325,443847,444144,444376,445567,445911,448132,	FBgn0001316	klar	klar
FBtr0112807	chr3L	-	434298	441096	435117	440587	4	434298,436221,436673,440493,	436159,436613,436849,441096,	FBgn0001316	klar	klar
FBtr0091639	chr3L	-	434854	434918	434918	434918	1	434854,	434918,	FBgn0065092	snmRNA:438	snmRNA:438
FBtr0112462	chr3L	-	500013	500451	500076	500373	2	500013,500361,	500298,500451,	FBgn0085296	CG34267	CG34267
FBtr0112463	chr3L	+	500964	501400	501024	501339	2	500964,501099,	501036,501400,	FBgn0085297	CG34268	CG34268
FBtr0112464	chr3L	+	528338	528996	528418	528994	1	528338,	528996,	FBgn0085298	CG34269	CG34269
FBtr0072550	chr3L	+	540850	542147	541040	542062	4	540850,541001,541484,542016,	540940,541428,541959,542147,	FBgn0035140	CG17180	CG17180
FBtr0331785	chr3L	+	540937	542147	541040	542062	3	540937,541484,542016,	541428,541959,542147,	FBgn0035140	CG17180	CG17180
FBtr0072564	chr3L	-	542121	542931	542229	542852	2	542121,542769,	542677,542931,	FBgn0035141	Cypl	Cypl
FBtr0072551	chr3L	+	543059	576047	547778	574201	11	543059,547481,569526,569878,570262,571079,571741,572077,573055,574057,574465,	543277,548067,569816,570199,571014,571673,571971,572545,573990,574368,576047,	FBgn0035142	hipk	hipk
FBtr0072552	chr3L	+	546058	581099	547778	574201	11	546058,547481,569526,569878,570262,571079,571741,572077,573055,574057,574465,	546198,548067,569816,570199,571014,571673,571971,572545,573990,574368,581099,	FBgn0035142	hipk	hipk
FBtr0331786	chr3L	+	569325	576047	569413	574201	10	569325,569526,569878,570262,571079,571741,572077,573055,574057,574465,	569450,569816,570199,571014,571673,571971,572545,573990,574368,576047,	FBgn0035142	hipk	hipk
FBtr0072553	chr3L	+	581336	582810	581562	582621	2	581336,581556,	581504,582810,	FBgn0035143	Ppm1	Ppm1
FBtr0072563	chr3L	-	582823	589272	583983	585441	4	582823,584478,585016,588962,	584409,584956,585465,589272,	FBgn0035144	CG17181	CG17181
FBtr0072554	chr3L	+	593245	599242	593425	598574	9	593245,593565,593725,594353,594915,595341,595634,596326,596687,	593503,593660,594291,594845,595283,595576,596270,596631,599242,	FBgn0035145	MED14	MED14
FBtr0072555	chr3L	+	594191	599242	594218	598574	7	594191,594353,594915,595341,595634,596326,596687,	594291,594845,595283,595576,596270,596631,599242,	FBgn0035145	MED14	MED14
FBtr0072562	chr3L	-	599093	604001	599483	603424	6	599093,599687,600546,600726,600842,603370,	599626,600482,600664,600770,600912,604001,	FBgn0035146	CG13893	CG13893
FBtr0072561	chr3L	-	605164	606569	605195	606500	3	605164,606196,606342,	605731,606285,606569,	FBgn0016715	Reg-2	Reg-2
FBtr0303002	chr3L	-	615626	616646	616369	616646	2	615626,616570,	616494,616646,	FBgn0261636	CG42719	CG42719
FBtr0306919	chr3L	-	620694	622316	621645	622164	2	620694,621633,	621461,622316,	FBgn0263042	CG43337	CG43337
FBtr0306918	chr3L	+	628434	643900	643900	643900	1	628434,	643900,	FBgn0263039	CR43334	CR43334
FBtr0333725	chr3L	+	628469	642303	642303	642303	1	628469,	642303,	FBgn0263039	CR43334	CR43334
FBtr0308775	chr3L	-	637485	638568	638568	638568	2	637485,638130,	637813,638568,	FBgn0263342	CR43423	CR43423
FBtr0308776	chr3L	-	637485	638041	638041	638041	2	637485,637747,	637689,638041,	FBgn0263342	CR43423	CR43423
FBtr0333724	chr3L	+	639713	642332	642332	642332	1	639713,	642332,	FBgn0263039	CR43334	CR43334
FBtr0304468	chr3L	+	642207	642288	642288	642288	1	642207,	642288,	FBgn0262451	ban	ban
FBtr0304469	chr3L	+	642258	642281	642281	642281	1	642258,	642281,	FBgn0262451	ban	ban
FBtr0072556	chr3L	+	648554	651311	649179	651105	4	648554,649178,650232,650583,	649051,649419,650523,651311,	FBgn0035147	Gale	Gale
FBtr0306917	chr3L	+	648773	651311	649179	651105	4	648773,649178,650232,650583,	649051,649419,650523,651311,	FBgn0035147	Gale	Gale
FBtr0072559	chr3L	-	651541	652881	652087	652764	3	651541,652443,652710,	652276,652572,652881,	FBgn0035148	CG3402	CG3402
FBtr0072558	chr3L	-	652986	654089	653053	654010	1	652986,	654089,	FBgn0035149	MED30	MED30
FBtr0072612	chr3L	-	677878	680326	677999	679745	3	677878,679896,680173,	679827,679995,680326,	FBgn0035151	CG17129	CG17129
FBtr0072613	chr3L	-	677878	680326	677999	679745	2	677878,679896,	679827,680326,	FBgn0035151	CG17129	CG17129
FBtr0072614	chr3L	-	677878	680326	677999	679745	3	677878,679896,680173,	679827,680104,680326,	FBgn0035151	CG17129	CG17129
FBtr0333379	chr3L	-	680435	682061	680857	681786	3	680435,681372,681856,	681310,681786,682061,	FBgn0035152	CG3386	CG3386
FBtr0333378	chr3L	-	680661	682470	680857	681786	4	680661,681372,681856,682362,	681310,681786,682193,682470,	FBgn0035152	CG3386	CG3386
FBtr0333377	chr3L	-	680661	682319	680857	681786	4	680661,681372,681856,682273,	681310,681786,682193,682319,	FBgn0035152	CG3386	CG3386
FBtr0072611	chr3L	-	680661	682193	680857	681786	3	680661,681372,681856,	681310,681786,682193,	FBgn0035152	CG3386	CG3386
FBtr0072610	chr3L	-	682884	685549	683065	685147	2	682884,685027,	684691,685549,	FBgn0035153	ebd1	ebd1
FBtr0072609	chr3L	-	685941	687958	685990	687868	4	685941,686341,686580,687801,	686286,686527,687372,687958,	FBgn0035154	CG3344	CG3344
FBtr0072608	chr3L	-	688522	690081	688584	690081	4	688522,688934,689173,690029,	688880,689120,689959,690081,	FBgn0052483	CG32483	CG32483
FBtr0072577	chr3L	+	690516	691951	690619	691410	2	690516,690948,	690799,691951,	FBgn0035155	RabX6	RabX6
FBtr0330078	chr3L	+	690516	691951	690619	691437	2	690516,690948,	690799,691951,	FBgn0035155	RabX6	RabX6
FBtr0072607	chr3L	-	691485	692919	692021	692778	2	691485,692684,	692620,692919,	FBgn0260862	Vti1	Vti1
FBtr0072606	chr3L	-	693082	699144	693282	694869	2	693082,698861,	694992,699144,	FBgn0035157	CG13894	CG13894
FBtr0072605	chr3L	-	705947	708205	706134	707901	3	705947,707889,708070,	707622,708003,708205,	FBgn0035158	CG13895	CG13895
FBtr0331771	chr3L	-	705947	708205	706134	707901	4	705947,707678,707889,708070,	707622,707699,708003,708205,	FBgn0035158	CG13895	CG13895
FBtr0072603	chr3L	-	708657	710359	708709	710283	7	708657,708990,709079,709211,709332,709556,709737,	708928,709023,709154,709283,709494,709613,710359,	FBgn0025676	CkIIalpha-i3	CkIIalpha-i3
FBtr0072604	chr3L	-	708657	710357	708709	710357	8	708657,708990,709079,709211,709332,709556,709737,710309,	708928,709023,709154,709283,709494,709613,710247,710357,	FBgn0025676	CkIIalpha-i3	CkIIalpha-i3
FBtr0290220	chr3L	-	710819	711850	710941	711574	2	710819,711746,	711687,711850,	FBgn0035159	CG13896	CG13896
FBtr0331770	chr3L	-	710819	711850	710941	711574	2	710819,711744,	711687,711850,	FBgn0035159	CG13896	CG13896
FBtr0072602	chr3L	-	710819	711819	710941	711574	1	710819,	711819,	FBgn0035159	CG13896	CG13896
FBtr0331772	chr3L	-	737051	737479	737479	737479	2	737051,737429,	737350,737479,	FBgn0264310	CR43785	CR43785
FBtr0331773	chr3L	-	737051	737479	737479	737479	1	737051,	737479,	FBgn0264310	CR43785	CR43785
FBtr0331769	chr3L	-	737679	755489	737863	755415	2	737679,755375,	738732,755489,	FBgn0035160	CG13897	CG13897
FBtr0072601	chr3L	-	737679	739349	737863	739120	2	737679,738987,	738732,739349,	FBgn0035160	CG13897	CG13897
FBtr0072600	chr3L	-	743722	743794	743794	743794	1	743722,	743794,	FBgn0052482	tRNA:M-i:61D	tRNA:M-i:61D
FBtr0072578	chr3L	+	749399	753492	749663	752307	2	749399,752271,	750227,753492,	FBgn0000575	emc	emc
FBtr0072579	chr3L	+	769502	769600	769600	769600	2	769502,769564,	769540,769600,	FBgn0052480	tRNA:CR32480	tRNA:CR32480
FBtr0072580	chr3L	+	770362	770462	770462	770462	2	770362,770426,	770400,770462,	FBgn0052481	tRNA:CR32481	tRNA:CR32481
FBtr0072599	chr3L	-	803426	804051	803517	803973	1	803426,	804051,	FBgn0035161	CG13898	CG13898
FBtr0332751	chr3L	+	820758	821514	821514	821514	1	820758,	821514,	FBgn0264475	CR43883	CR43883
FBtr0072597	chr3L	-	826719	833402	827877	832940	12	826719,826945,827181,827422,827645,827876,830033,830907,831315,832041,832714,833259,	826885,827001,827236,827469,827697,829851,830341,831242,831790,832407,832975,833402,	FBgn0035162	CG13900	CG13900
FBtr0331404	chr3L	-	826719	833402	830720	832940	13	826719,826945,827181,827422,827645,827876,830033,830621,830907,831315,832041,832714,833259,	826885,827001,827236,827469,827697,829851,830341,830728,831242,831790,832407,832975,833402,	FBgn0035162	CG13900	CG13900
FBtr0331405	chr3L	-	826719	833160	830720	832940	12	826719,826945,827181,827422,827645,827876,830033,830621,830907,831315,832041,832714,	826885,827001,827236,827469,827697,829851,830341,830728,831242,831790,832407,833160,	FBgn0035162	CG13900	CG13900
FBtr0072598	chr3L	-	826719	829977	827877	829944	6	826719,826945,827181,827422,827645,827876,	826885,827001,827236,827469,827697,829977,	FBgn0035162	CG13900	CG13900
FBtr0114338	chr3L	-	827074	827144	827144	827144	1	827074,	827144,	FBgn0086062	snoRNA:Me28S-C788b	snoRNA:Me28S-C788b
FBtr0114339	chr3L	-	827311	827383	827383	827383	1	827311,	827383,	FBgn0086063	snoRNA:Me28S-C788a	snoRNA:Me28S-C788a
FBtr0114340	chr3L	-	827536	827620	827620	827620	1	827536,	827620,	FBgn0086064	snoRNA:Me28S-G3113b	snoRNA:Me28S-G3113b
FBtr0114341	chr3L	-	827763	827843	827843	827843	1	827763,	827843,	FBgn0086065	snoRNA:Me28S-G3113a	snoRNA:Me28S-G3113a
FBtr0114342	chr3L	-	829921	829992	829992	829992	1	829921,	829992,	FBgn0086066	snoRNA:Me5.8S-G74	snoRNA:Me5.8S-G74
FBtr0114343	chr3L	-	830436	830511	830511	830511	1	830436,	830511,	FBgn0086067	snoRNA:Me28S-A771	snoRNA:Me28S-A771
FBtr0113600	chr3L	-	831869	832008	832008	832008	1	831869,	832008,	FBgn0083057	snoRNA:Psi18S-110	snoRNA:Psi18S-110
FBtr0113601	chr3L	-	832486	832639	832639	832639	1	832486,	832639,	FBgn0082973	snoRNA:Psi28S-3308	snoRNA:Psi28S-3308
FBtr0113602	chr3L	-	833061	833209	833209	833209	1	833061,	833209,	FBgn0083058	snoRNA:Psi18S-1086	snoRNA:Psi18S-1086
FBtr0301252	chr3L	+	834092	835515	834176	835464	4	834092,834391,834778,835386,	834335,834718,835330,835515,	FBgn0260755	CG42553	CG42553
FBtr0301253	chr3L	+	835682	836770	835846	836553	2	835682,835935,	835870,836770,	FBgn0260756	CG42554	CG42554
FBtr0331403	chr3L	-	836666	837821	836782	837451	2	836666,837747,	837511,837821,	FBgn0035164	CG13901	CG13901
FBtr0072596	chr3L	-	836666	837577	836782	837451	1	836666,	837577,	FBgn0035164	CG13901	CG13901
FBtr0072583	chr3L	+	837860	839747	838120	839432	3	837860,838048,839249,	837945,838624,839747,	FBgn0035165	CG13887	CG13887
FBtr0072584	chr3L	+	837860	839747	838120	839432	2	837860,839249,	838624,839747,	FBgn0035165	CG13887	CG13887
FBtr0304797	chr3L	+	837860	839747	838120	839153	3	837860,838048,839102,	837945,838624,839747,	FBgn0035165	CG13887	CG13887
FBtr0300712	chr3L	-	839979	841360	840057	841314	2	839979,841041,	840990,841360,	FBgn0035166	CG13902	CG13902
FBtr0331402	chr3L	-	839979	841360	840057	841314	2	839979,841041,	840969,841360,	FBgn0035166	CG13902	CG13902
FBtr0072585	chr3L	+	841450	843701	841717	843411	8	841450,841922,842163,842410,842633,842813,843019,843330,	841862,842114,842358,842577,842756,842968,843272,843701,	FBgn0035167	Gr61a	Gr61a
FBtr0331401	chr3L	+	841450	843469	841717	843411	8	841450,841922,842163,842410,842633,842813,843019,843330,	841862,842114,842358,842577,842756,842968,843272,843469,	FBgn0035167	Gr61a	Gr61a
FBtr0332752	chr3L	+	843925	851080	844365	851016	13	843925,844740,844967,845440,846325,847318,847513,847724,848475,849188,849379,850433,850824,	844683,844914,845375,846266,847260,847451,847667,848411,849135,849321,850368,850761,851080,	FBgn0035168	CG13889	CG13889
FBtr0072586	chr3L	+	844267	851080	844365	851016	13	844267,844740,844967,845440,846325,847318,847513,847724,848475,849188,849379,850433,850824,	844683,844914,845375,846266,847260,847451,847667,848411,849135,849321,850368,850761,851080,	FBgn0035168	CG13889	CG13889
FBtr0072587	chr3L	+	851345	852673	851441	852348	3	851345,851773,851952,	851714,851893,852673,	FBgn0035169	CG13890	CG13890
FBtr0072594	chr3L	-	852719	857248	853280	856670	7	852719,853468,853669,853905,854295,854586,856342,	853405,853605,853847,854143,854410,855043,857248,	FBgn0035170	dpr20	dpr20
FBtr0300345	chr3L	+	865395	870895	867994	870596	7	865395,866606,867941,868568,868935,869662,869932,	865403,866859,868487,868758,869601,869866,870895,	FBgn0035171	CG12502	CG12502
FBtr0304699	chr3L	+	865395	870895	867994	870596	7	865395,866606,867941,868568,869217,869662,869932,	865403,866859,868487,868758,869601,869866,870895,	FBgn0035171	CG12502	CG12502
FBtr0072589	chr3L	+	871898	893520	873419	892175	10	871898,873307,873990,874949,888296,890547,890864,891006,891547,891834,	872233,873875,874881,875199,890175,890803,890948,891174,891776,893520,	FBgn0052479	CG32479	CG32479
FBtr0333267	chr3L	+	872910	895313	873419	892175	10	872910,873307,873990,874949,888296,890547,890864,891006,891547,891834,	872979,873875,874881,875199,890175,890803,890948,891174,891776,895313,	FBgn0052479	CG32479	CG32479
FBtr0072593	chr3L	-	877290	882013	878452	880903	1	877290,	882013,	FBgn0035173	CG13907	CG13907
FBtr0333266	chr3L	+	888017	893520	888859	892175	7	888017,888296,890547,890864,891006,891547,891834,	888245,890175,890803,890948,891174,891776,893520,	FBgn0052479	CG32479	CG32479
FBtr0309775	chr3L	+	890269	890490	890490	890490	1	890269,	890490,	FBgn0263476	snoRNA:CG32479-b	snoRNA:CG32479-b
FBtr0309760	chr3L	+	891249	891475	891475	891475	1	891249,	891475,	FBgn0263461	snoRNA:CG32479-a	snoRNA:CG32479-a
FBtr0100833	chr3L	+	895950	897364	896114	897251	3	895950,896607,897029,	896551,896974,897364,	FBgn0054056	CG34056	CG34056
FBtr0100834	chr3L	+	897379	898772	897482	898667	3	897379,898031,898463,	897976,898401,898772,	FBgn0054057	CG34057	CG34057
FBtr0100835	chr3L	+	897379	898772	897445	898667	4	897379,897609,898031,898463,	897539,897976,898401,898772,	FBgn0054057	CG34057	CG34057
FBtr0289973	chr3L	+	902897	903810	902897	903614	1	902897,	903810,	FBgn0035176	CG13905	CG13905
FBtr0072592	chr3L	+	909111	912319	909297	910707	1	909111,	912319,	FBgn0028999	nerfin-1	nerfin-1
FBtr0333501	chr3L	+	959659	993687	967516	991045	13	959659,967247,980950,981295,981486,981825,982174,983854,984136,985940,987172,987745,988595,	959970,967537,981207,981420,981765,982103,982297,984058,984276,986044,987434,987825,993687,	FBgn0264574	Glut1	Glut1
FBtr0333493	chr3L	+	959659	991298	967516	985735	11	959659,967247,980950,981295,981486,981825,982174,983854,984136,985725,988595,	959970,967537,981207,981420,981765,982103,982297,984058,984276,986044,991298,	FBgn0264574	Glut1	Glut1
FBtr0333495	chr3L	+	959659	991298	967516	988711	11	959659,967247,980950,981295,981486,981825,982174,983854,984136,985940,988595,	959970,967537,981207,981420,981765,982103,982297,984058,984276,986044,991298,	FBgn0264574	Glut1	Glut1
FBtr0333502	chr3L	+	959659	991298	967516	991045	11	959659,967247,980950,981295,981486,981825,982174,983854,984136,985940,988595,	959970,967537,981207,981420,981765,982103,982297,984058,984276,986044,991298,	FBgn0264574	Glut1	Glut1
FBtr0333509	chr3L	+	959659	991298	972260	988711	16	959659,967247,972243,973822,974137,979771,980053,980950,981295,981486,981825,982174,983854,984136,985940,988595,	959970,967537,972402,973942,974300,979937,980191,981207,981420,981765,982103,982297,984058,984276,986044,991298,	FBgn0264574	Glut1	Glut1
FBtr0333494	chr3L	+	959659	985622	979793	985461	12	959659,967247,979771,980053,980950,981295,981486,981825,982174,983833,984136,985361,	959970,967537,979937,980191,981207,981420,981765,982103,982297,984058,984276,985622,	FBgn0264574	Glut1	Glut1
FBtr0333498	chr3L	+	959659	985622	967516	985461	10	959659,967247,980950,981295,981486,981825,982174,983854,984136,985361,	959970,967537,981207,981420,981765,982103,982297,984058,984276,985622,	FBgn0264574	Glut1	Glut1
FBtr0333508	chr3L	+	959659	985622	972260	985461	15	959659,967247,972243,973822,974137,979771,980053,980950,981295,981486,981825,982174,983854,984136,985361,	959970,967537,972402,973942,974300,979937,980191,981207,981420,981765,982103,982297,984058,984276,985622,	FBgn0264574	Glut1	Glut1
FBtr0333496	chr3L	+	959659	984436	967516	984295	9	959659,967247,980950,981295,981486,981825,982174,983854,984136,	959842,967537,981207,981420,981765,982103,982297,984058,984436,	FBgn0264574	Glut1	Glut1
FBtr0333497	chr3L	+	959659	984436	967516	984295	9	959659,967247,980950,981295,981486,981825,982174,983854,984136,	959970,967537,981207,981420,981765,982103,982297,984058,984436,	FBgn0264574	Glut1	Glut1
FBtr0333499	chr3L	+	959659	984436	967516	984295	9	959659,967247,980950,981295,981486,981825,982174,983833,984136,	959970,967537,981207,981420,981765,982103,982297,984058,984436,	FBgn0264574	Glut1	Glut1
FBtr0333507	chr3L	+	959659	984436	972260	984295	14	959659,967247,972243,973822,974137,979771,980053,980950,981295,981486,981825,982174,983854,984136,	959970,967537,972402,973942,974300,979937,980191,981207,981420,981765,982103,982297,984058,984436,	FBgn0264574	Glut1	Glut1
FBtr0072619	chr3L	+	993982	995703	994060	995549	5	993982,994276,994502,994707,994975,	994210,994429,994640,994916,995703,	FBgn0035179	CG12038	CG12038
FBtr0072644	chr3L	-	995981	1034875	998084	1033828	17	995981,998350,998823,999078,999259,999446,999616,1003395,1003727,1009321,1009444,1024203,1024465,1026405,1029079,1033649,1034762,	998291,998731,999013,999195,999375,999542,999682,1003653,1003821,1009379,1009739,1024407,1026346,1028511,1029623,1034065,1034875,	FBgn0024277	trio	trio
FBtr0072645	chr3L	-	995981	1034875	998084	1033828	17	995981,998350,998823,999078,999259,999446,999616,1003395,1003727,1009321,1009444,1024203,1024465,1026405,1029079,1033649,1034497,	998291,998731,999013,999195,999375,999542,999682,1003653,1003821,1009379,1009739,1024407,1026346,1028511,1029623,1034065,1034875,	FBgn0024277	trio	trio
